row_type,name_or_title,osf_link,created_date,modified_date,doi,storage_region,storage_byte_count,storage_gb,views_last_30_days,downloads_last_30_days,license,resource_type,add_ons,report_yearmonth,branding_institution_name,branding_institution_logo_url,report_month,projects_public_count,projects_private_count,registrations_public_count,registrations_embargoed_count,summary_monthly_logged_in_users,summary_monthly_active_users,published_preprint_count
summary,,,,,,,,,,,,,,,Center For Open Science [Test],https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Open_Science_Framework_log_%28and_Center_for_Open_Science_logo%29.svg/960px-Open_Science_Framework_log_%28and_Center_for_Open_Science_logo%29.svg.png?20240113115845,2025-11,293,0,559,0,,,
project,component files,https://test.osf.io/cj8wg,2024-10-17,2024-10-17,,United States,47657.0,4.438403993844986e-05,1.0,,CC-By Attribution-ShareAlike 4.0 International,,,,,,,,,,,,,
project,Cognitive Load and Task Switching in Online Learning,https://test.osf.io/2g735,2025-09-17,2025-11-25,,United States,2097128.0,0.0019531026482582092,3.0,,CC0 1.0 Universal,,,,,,,,,,,,,
project,VRL - UAT Hotfix Check,https://test.osf.io/mjfeb,2025-07-10,2025-07-10,,United States,0.0,0.0,,,,,,,,,,,,,,,,
project,Public Private test,https://test.osf.io/hvrgu,2020-07-15,2020-07-15,,United States,83866.0,7.810629904270172e-05,,,,,,,,,,,,,,,,
project,Fork of Supplement project new,https://test.osf.io/vf3ub,2025-10-16,2025-10-16,,United States,14822.0,1.3804063200950623e-05,,,Apache License 2.0,Book,S3,,,,,,,,,,,
project,Corbin's test project,https://test.osf.io/jxwpb,2019-11-01,2021-02-01,,United States,73248.0,6.821751594543457e-05,,,,,,,,,,,,,,,,
project,Search Test,https://test.osf.io/58m96,2019-04-02,2019-04-02,,United States,0.0,0.0,,,,,,,,,,,,,,,,
project,Main project,https://test.osf.io/6gbcj,2021-05-26,2024-01-05,,United States,369.0,3.4365803003311157e-07,,,Artistic License 2.0,,,,,,,,,,,,,
project,We are testing preprint stuff,https://test.osf.io/wv64f,2025-10-06,2025-10-06,,United States,0.0,0.0,,,Mozilla Public License 2.0,,,,,,,,,,,,,
project,test proj supplem,https://test.osf.io/bgz78,2025-10-07,2025-10-07,,Canada - Montréal,0.0,0.0,,,,,,,,,,,,,,,,
project,DC Test - Collection Project - 12192022,https://test.osf.io/b7wja,2022-12-19,2022-12-19,,United States,3593.0,3.3462420105934143e-06,,,CC0 1.0 Universal,,,,,,,,,,,,,
project,Metadata Tutorial Evaluation,https://test.osf.io/dqseg,2022-08-11,2025-11-20,,United States,71296.0,6.639957427978516e-05,5.0,,CC-By Attribution 4.0 International,,,,,,,,,,,,,
project,Public Component,https://test.osf.io/3zk4a,2024-10-07,2025-01-08,,United States,47657.0,4.438403993844986e-05,1.0,,,,,,,,,,,,,,,
project,c11,https://test.osf.io/bgyke,2020-11-16,2020-11-16,,United States,0.0,0.0,,,,,,,,,,,,,,,,
project,1,https://test.osf.io/9u4wm,2023-03-10,2023-03-27,,United States,0.0,0.0,,,CC0 1.0 Universal,,,,,,,,,,,,,
project,Analysis,https://test.osf.io/xfywd,2020-03-31,2021-03-23,,United States,17097.0,1.5922822058200836e-05,,,,,,,,,,,,,,,,
project,Proposal files,https://test.osf.io/pnm5q,2023-10-16,2023-10-16,,United States,0.0,0.0,,,CC-By Attribution-NonCommercial-NoDerivatives 4.0 International,,,,,,,,,,,,,
project,Onedrive project,https://test.osf.io/wgfsx,2025-02-25,2025-05-06,,United States,437.0,4.069879651069641e-07,,,CC0 1.0 Universal,,,,,,,,,,,,,
project,Institution SSO w/ Unclaimed or Unconfirmed Accounts,https://test.osf.io/zkvf5,2019-11-04,2021-04-13,,United States,0.0,0.0,1.0,,,,,,,,,,,,,,,
project,addons,https://test.osf.io/v2yfp,2022-08-02,2024-08-09,,United States,0.0,0.0,1.0,,,,Bitbucket ; Dropbox ; Amazon S3,,,,,,,,,,,
project,Owncloud Project,https://test.osf.io/nqpyg,2025-02-25,2025-04-24,,United States,83122.0,7.74133950471878e-05,1.0,,CC0 1.0 Universal,,,,,,,,,,,,,
project,test affil comp,https://test.osf.io/knfhm,2025-10-07,2025-10-17,,United States,506808.0,0.00047200173139572144,,,CC0 1.0 Universal,,Google Drive,,,,,,,,,,,
project,Research Project,https://test.osf.io/huvzx,2024-03-14,2025-01-08,,United States,0.0,0.0,,,CC0 1.0 Universal,,,,,,,,,,,,,
project,Test new regression component,https://test.osf.io/paydv,2025-11-26,2025-11-26,,United States,0.0,0.0,,,No license,,,,,,,,,,,,,
project,Visual Attention and Cognitive Load in Dynamic Human-Computer Interfaces,https://test.osf.io/ux4by,2025-08-27,2025-09-17,,United States,2097128.0,0.0019531026482582092,1.0,,CC0 1.0 Universal,,,,,,,,,,,,,
project,c10,https://test.osf.io/xp9gc,2020-11-16,2021-03-23,,United States,0.0,0.0,,,,,,,,,,,,,,,,
project,This will eventually be a registration,https://test.osf.io/249vd,2018-02-28,2018-09-27,https://doi.org/10.5072/FK2OSF.IO/249VD,United States,0.0,0.0,,,CC0 1.0 Universal,,,,,,,,,,,,,
project,Background Research,https://test.osf.io/rfzem,2025-10-15,2025-10-15,,United States,0.0,0.0,1.0,,CC-By Attribution 4.0 International,,Google Drive,,,,,,,,,,,
project,New component test,https://test.osf.io/vg29u,2025-10-16,2025-10-16,,United States,0.0,0.0,,,Apache License 2.0,,,,,,,,,,,,,
project,Hotdog Stand,https://test.osf.io/cugrd,2018-09-24,2019-07-10,,United States,0.0,0.0,,,CC-By Attribution 4.0 International,,,,,,,,,,,,,
project,Financial report,https://test.osf.io/e2tk5,2023-10-13,2023-10-13,,United States,0.0,0.0,1.0,,CC-By Attribution-NonCommercial-NoDerivatives 4.0 International,,,,,,,,,,,,,
project,seen,https://test.osf.io/zt57x,2022-06-14,2022-11-15,,United States,311976.0,0.0002905502915382385,1.0,,,,,,,,,,,,,,,
project,Supplement project new,https://test.osf.io/xzb2g,2025-09-15,2025-10-15,https://doi.org/10.70102/FK2OSF.IO/XZB2G,United States,14822.0,1.3804063200950623e-05,,,Apache License 2.0,Book,S3,,,,,,,,,,,
project,A,https://test.osf.io/arnd5,2021-06-04,2025-10-09,,United States,0.0,0.0,,,GNU General Public License (GPL) 2.0,,,,,,,,,,,,,
project,[Test Server] All My Test Users,https://test.osf.io/atbqh,2021-10-06,2021-10-07,,United States,0.0,0.0,,,,,,,,,,,,,,,,
project,DC Test - Project With Components and Files and Linked Project and Linked Registration - 05252023,https://test.osf.io/3q9gw,2023-05-26,2023-06-15,,United States,48184608.0,0.04487541317939758,2.0,,,,,,,,,,,,,,,
project,DC Test - Project with Multiple Institutions - 07262023,https://test.osf.io/yakjn,2023-07-26,2023-08-28,,United States,3593.0,3.3462420105934143e-06,,,,Collection,,,,,,,,,,,,
project,Fork of asdf,https://test.osf.io/f6gm5,2020-09-14,2020-09-14,,United States,0.0,0.0,,,,,GitLab,,,,,,,,,,,
project,COVID-19 Research,https://test.osf.io/5uyjr,2019-09-04,2020-09-22,,United States,0.0,0.0,,,CC-By Attribution 4.0 International,,Google Drive,,,,,,,,,,,
project,c7,https://test.osf.io/5f2av,2020-11-16,2021-03-23,,United States,0.0,0.0,,,,,,,,,,,,,,,,
project,Semi-Annual Progress Report 1,https://test.osf.io/wk9ja,2023-10-16,2023-10-16,,United States,0.0,0.0,,,CC-By Attribution-NonCommercial-NoDerivatives 4.0 International,,,,,,,,,,,,,
project,I made this preprint so my tests would pass.,https://test.osf.io/86fyc,2018-04-30,2018-08-21,,United States,37167.0,3.461446613073349e-05,,,,,Google Drive,,,,,,,,,,,
project,Datasets,https://test.osf.io/vbnhm,2023-02-02,2023-09-28,,United States,0.0,0.0,,,CC-By Attribution 4.0 International,,,,,,,,,,,,,
project,A sixth child,https://test.osf.io/baf8d,2019-04-22,2019-04-22,,United States,0.0,0.0,,,,,,,,,,,,,,,,
project,ENG-6096 QA Test Project MK2,https://test.osf.io/gc2dr,2024-10-01,2024-10-01,,United States,0.0,0.0,1.0,,,,,,,,,,,,,,,
project,pls help,https://test.osf.io/evhx4,2018-12-07,2018-12-14,,United States,1087789.0,0.0010130824521183968,,,,,,,,,,,,,,,,
project,i18n zip,https://test.osf.io/xpsfm,2019-04-26,2019-04-26,,United States,27193.0,2.5325454771518707e-05,,,,,,,,,,,,,,,,
project,Verified Resource Linking,https://test.osf.io/erfdj,2025-02-18,2025-05-29,https://doi.org/10.70102/FK2OSF.IO/ERFDJ,United States,13705.0,1.2763775885105133e-05,1.0,,Apache License 2.0,,,,,,,,,,,,,
project,Collection Moderation Test Project,https://test.osf.io/hzqjc,2022-12-19,2022-12-20,,United States,0.0,0.0,4.0,,Apache License 2.0,,,,,,,,,,,,,
project,Templated from u,https://test.osf.io/vp7tq,2025-09-18,2025-09-25,,Canada - Montréal,0.0,0.0,,,GNU Lesser General Public License (LGPL) 2.1,,,,,,,,,,,,,
project,Materials,https://test.osf.io/beq4n,2020-03-31,2021-03-26,,United States,111309.0,0.0001036645844578743,,,,,Dropbox ; Google Drive,,,,,,,,,,,
project,DOI test 2,https://test.osf.io/emrqp,2020-11-06,2020-11-07,https://doi.org/10.70102/FK2OSF.IO/EMRQP,United States,0.0,0.0,,,,,,,,,,,,,,,,
project,Test Component,https://test.osf.io/yx2g6,2019-04-24,2019-04-24,,Germany - Frankfurt,0.0,0.0,,,CC0 1.0 Universal,,,,,,,,,,,,,
project,Woop For Unreg,https://test.osf.io/ztcqn,2018-12-14,2018-12-14,,United States,0.0,0.0,,,,,,,,,,,,,,,,
project,wikiwiki,https://test.osf.io/tb8uk,2021-11-12,2022-07-25,,United States,0.0,0.0,,,,,,,,,,,,,,,,
project,Test DOI/GUID creation,https://test.osf.io/d8pc4,2025-06-11,2025-06-11,https://doi.org/10.70102/FK2OSF.IO/D8PC4,United States,0.0,0.0,,,,,,,,,,,,,,,,
project,test affil,https://test.osf.io/c6tzs,2024-01-03,2024-01-30,,United States,137414.0,0.00012797676026821136,,,CC-By Attribution-ShareAlike 4.0 International,,,,,,,,,,,,,
project,layer 3,https://test.osf.io/kfqpy,2025-10-17,2025-10-17,,United States,156516.0,0.00014576688408851624,,,CC0 1.0 Universal,,Box,,,,,,,,,,,
project,Testing Addons Admin,https://test.osf.io/9ymuc,2025-02-03,2025-02-21,,United States,128189531.0,0.1193858040496707,1.0,,,,,,,,,,,,,,,
project,A third child,https://test.osf.io/34rg2,2019-04-22,2019-04-22,,United States,0.0,0.0,,,,,,,,,,,,,,,,
project,Study 2,https://test.osf.io/crm6k,2020-07-19,2020-07-20,,United States,0.0,0.0,,,CC-By Attribution 4.0 International,,,,,,,,,,,,,
project,Download free games and software!,https://test.osf.io/y47cw,2021-02-24,2021-02-24,,United States,0.0,0.0,,,,,,,,,,,,,,,,
project,Test Project for Open Syllabi,https://test.osf.io/98tjb,2019-06-26,2019-06-26,,Germany - Frankfurt,8.0,7.450580596923828e-09,,,,,,,,,,,,,,,,
project,hello,https://test.osf.io/g8skh,2017-11-29,2018-04-13,,United States,0.0,0.0,,,CC0 1.0 Universal,,,,,,,,,,,,,
project,talkfjasldkfj,https://test.osf.io/vutz5,2019-01-08,2019-07-10,,United States,0.0,0.0,,,CC-By Attribution 4.0 International,,,,,,,,,,,,,
project,ttt,https://test.osf.io/r2pqs,2025-06-12,2025-07-15,,Canada - Montréal,0.0,0.0,,,CC-By Attribution 4.0 International,,Google Drive,,,,,,,,,,,
project,Spot check PBandS release,https://test.osf.io/5q7wb,2025-10-27,2025-10-27,,United States,0.0,0.0,2.0,,Apache License 2.0,Book,Box ; Google Drive,,,,,,,,,,,
project,Test,https://test.osf.io/t2dwn,2023-12-20,2024-02-26,,United States,40892.0,3.808364272117615e-05,1.0,,CC-By Attribution 4.0 International,,,,,,,,,,,,,
project,"Probing children's understanding of ecological sustainability, ethical AI, and social equality of social robots",https://test.osf.io/8esc5,2025-02-25,2025-07-23,,United States,0.0,0.0,,,CC0 1.0 Universal,,,,,,,,,,,,,
project,Fork of All the Addons,https://test.osf.io/axm36,2025-07-21,2025-11-06,,United States,194007.0,0.00018068309873342514,4.0,,,,Dropbox ; Github,,,,,,,,,,,
project,Wiki test,https://test.osf.io/9jzwu,2023-10-13,2025-02-14,,United States,0.0,0.0,,,CC0 1.0 Universal,,,,,,,,,,,,,
project,Test Project with Separate Casing - Open Syllabi,https://test.osf.io/qga7j,2019-06-26,2019-06-26,,Germany - Frankfurt,0.0,0.0,,,,,,,,,,,,,,,,
project,Uday's Test Project,https://test.osf.io/6hmxw,2019-06-14,2021-01-20,,United States,835272.0,0.00077790766954422,,,,,,,,,,,,,,,,
project,guitars&amp;amps,https://test.osf.io/sgh6c,2018-12-20,2018-12-20,,United States,0.0,0.0,,,,,,,,,,,,,,,,
project,Bulk Upload Test - Admin Initiator,https://test.osf.io/bvdgz,2021-12-21,2023-09-15,,United States,0.0,0.0,1.0,,,,,,,,,,,,,,,
project,Knowledge and Skill Acquisition through Gamified Learning,https://test.osf.io/43bnx,2025-09-17,2025-09-17,,United States,0.0,0.0,,,,,,,,,,,,,,,,
project,This is Test 3,https://test.osf.io/zw4x6,2024-09-19,2024-09-19,,United States,0.0,0.0,,,,,,,,,,,,,,,,
project,Public Component,https://test.osf.io/pyuhd,2023-03-27,2023-03-27,,United States,0.0,0.0,1.0,,,,,,,,,,,,,,,
project,fdghj,https://test.osf.io/wbfhx,2025-10-08,2025-11-10,,United States,0.0,0.0,5.0,,CC-By Attribution 4.0 International,,,,,,,,,,,,,
project,Commentary on Peer Review in Organizational Neuroscience,https://test.osf.io/bmcyt,2025-11-20,2025-11-20,,United States,2228.0,2.074986696243286e-06,5.0,,CC0 1.0 Universal,,,,,,,,,,,,,
project,Test,https://test.osf.io/gmx35,2018-04-30,2019-02-13,,United States,0.0,0.0,,,,,,,,,,,,,,,,
project,test,https://test.osf.io/2rgpq,2021-11-12,2022-03-03,https://doi.org/10.70102/FK2OSF.IO/2RGPQ,United States,4772.0,4.4442713260650635e-06,,,,,,,,,,,,,,,,
project,Sniff TEST,https://test.osf.io/96kq2,2025-05-05,2025-07-28,https://doi.org/10.70102/FK2OSF.IO/96KQ2,United States,866978.0,0.0008074361830949783,,,CC0 1.0 Universal,,Github,,,,,,,,,,,
project,test,https://test.osf.io/2yxc3,2023-07-12,2025-10-31,https://doi.org/10.70102/FK2OSF.IO/2YXC3,United States,1333024992.0,1.2414762675762177,,,,,Google Drive ; S3,,,,,,,,,,,
project,agae,https://test.osf.io/juzga,2025-02-19,2025-03-11,,United States,0.0,0.0,,,,,,,,,,,,,,,,
project,FSCI Course: Scholarly Communications Intro,https://test.osf.io/p9xtk,2019-10-21,2019-10-22,,United States,51899202.0,0.04833489842712879,,,CC-By Attribution 4.0 International,,,,,,,,,,,,,
project,New Title,https://test.osf.io/kte8z,2023-10-27,2025-01-08,,United States,10736278.0,0.00999893806874752,,,CC-By Attribution-NonCommercial-NoDerivatives 4.0 International,,,,,,,,,,,,,
project,Component 2,https://test.osf.io/ybdfg,2025-08-13,2025-08-21,,United States,0.0,0.0,1.0,,CC0 1.0 Universal,,,,,,,,,,,,,
project,Research Project,https://test.osf.io/mbs69,2025-10-02,2025-10-02,,United States,0.0,0.0,,,CC-By Attribution-NonCommercial-NoDerivatives 4.0 International,Project,,,,,,,,,,,,
project,"An Individual Differences Investigation of the Relations Among Life Event Stress, Working Memory Capacity, and Mind Wandering: A Replication-Extension Study",https://test.osf.io/57an4,2025-10-15,2025-10-27,,United States,0.0,0.0,4.0,,CC-By Attribution 4.0 International,,,,,,,,,,,,,
project,Albert,https://test.osf.io/yem3k,2022-12-20,2025-03-03,,United States,797405.0,0.0007426412776112556,,,Artistic License 2.0,,,,,,,,,,,,,
project,"Study 2: Replication of Sharma et al., 2010 (Cell)",https://test.osf.io/v2p85,2021-09-02,2021-11-19,,United States,0.0,0.0,,,CC-By Attribution 4.0 International,,,,,,,,,,,,,
project,asdf,https://test.osf.io/7sjvh,2018-06-04,2018-06-04,,United States,2463549.0,0.0022943587973713875,,,,,,,,,,,,,,,,
project,JKLM - DC Test - Another Collection Project - 02062023,https://test.osf.io/58pz9,2023-02-06,2023-02-17,,United States,0.0,0.0,,,CC0 1.0 Universal,,,,,,,,,,,,,
project,Effect of coffee on neural activity,https://test.osf.io/3my8w,2019-02-12,2020-10-07,https://doi.org/10.5072/OSF.IO/3MY8W,United States,268734.0,0.000250278040766716,,,CC-By Attribution 4.0 International,,,,,,,,,,,,,
project,Josh's Awesome Component (of Justice),https://test.osf.io/4mzr7,2019-04-12,2019-04-12,,United States,0.0,0.0,,,GNU General Public License (GPL) 2.0,,,,,,,,,,,,,
project,Josh MFR Testing,https://test.osf.io/uh2aw,2025-11-04,2025-11-04,,United States,7753375.0,0.007220893166959286,15.0,,,,,,,,,,,,,,,
project,SPAM!,https://test.osf.io/adhy4,2023-03-02,2023-03-02,,United States,0.0,0.0,2.0,,,,,,,,,,,,,,,
project,I like pie,https://test.osf.io/47zd5,2018-02-12,2018-02-12,,United States,0.0,0.0,,,,,,,,,,,,,,,,
project,Financial Report,https://test.osf.io/5ed72,2023-10-16,2023-10-16,,United States,0.0,0.0,,,CC-By Attribution-NonCommercial-NoDerivatives 4.0 International,,,,,,,,,,,,,
project,A fifth child,https://test.osf.io/dz4tf,2019-04-22,2019-04-22,,United States,0.0,0.0,,,,,,,,,,,,,,,,
project,www.evil.com,https://test.osf.io/r5h32,2022-11-22,2022-11-22,,United States,0.0,0.0,1.0,,,,,,,,,,,,,,,
project,Red MOon 2018,https://test.osf.io/3s7y9,2018-07-27,2018-07-27,,United States,14979.0,1.3950280845165253e-05,,,GNU General Public License (GPL) 3.0,,,,,,,,,,,,,
project,Test Description Data Issue,https://test.osf.io/3aecd,2020-05-13,2021-03-08,,United States,0.0,0.0,,,,,,,,,,,,,,,,
project,My New Research Project,https://test.osf.io/aej5t,2025-10-02,2025-10-02,,United States,0.0,0.0,,,CC0 1.0 Universal,,,,,,,,,,,,,
project,SPARC demo,https://test.osf.io/hnjpc,2023-01-31,2023-09-28,,United States,0.0,0.0,,,CC0 1.0 Universal,,,,,,,,,,,,,
project,Test all Addons,https://test.osf.io/kn6uh,2025-02-24,2025-04-14,,United States,345083.0,0.00032138358801603317,2.0,,CC0 1.0 Universal,,,,,,,,,,,,,
project,c4,https://test.osf.io/k7a5j,2020-11-16,2021-03-23,,United States,0.0,0.0,,,,,,,,,,,,,,,,
project,newCAS OAuth 2.0 Server Test Project,https://test.osf.io/sc9xj,2021-04-08,2021-04-13,,United States,0.0,0.0,,,,,,,,,,,,,,,,
project,DC Test - Collection Project - 01252023,https://test.osf.io/avhsb,2023-01-25,2023-01-25,,United States,0.0,0.0,2.0,,CC0 1.0 Universal,,,,,,,,,,,,,
project,ENG-6096 QA Test Project,https://test.osf.io/v9cbt,2024-09-30,2025-02-12,,United States,13705.0,1.2763775885105133e-05,1.0,,,,,,,,,,,,,,,
project,Study 3,https://test.osf.io/bhw8z,2020-07-19,2020-07-20,,United States,0.0,0.0,,,CC-By Attribution 4.0 International,,,,,,,,,,,,,
project,Predicting community resiliency in the age of COVID-19: the role of mindfulness in wellbeing,https://test.osf.io/29kep,2020-07-17,2020-07-29,,United States,0.0,0.0,,,CC-By Attribution 4.0 International,,Github ; Google Drive,,,,,,,,,,,
project,c8,https://test.osf.io/7dsqw,2020-11-16,2021-03-23,,United States,0.0,0.0,,,,,,,,,,,,,,,,
project,Political Ideology and Age,https://test.osf.io/cbrqv,2020-01-21,2020-04-03,,United States,105551.0,9.830202907323837e-05,,,CC-By Attribution-ShareAlike 4.0 International,,,,,,,,,,,,,
project,UoL - SSO Migration Testing - New Student User Workflow,https://test.osf.io/unqh7,2025-09-30,2025-09-30,,United States,0.0,0.0,,,,,,,,,,,,,,,,
project,Detailed Report,https://test.osf.io/xd3tc,2023-10-16,2023-11-14,,United States,0.0,0.0,,,CC-By Attribution-NonCommercial-NoDerivatives 4.0 International,Dataset,,,,,,,,,,,,
project,[Dashboard] New and Noteworthy,https://test.osf.io/emsuw,2024-01-26,2024-01-26,,,,,,,,,,,,,,,,,,,,
project,Wedding,https://test.osf.io/tk93u,2022-07-08,2023-10-12,,United States,3852607.0,0.003588019870221615,,,CC-By Attribution 4.0 International,,,,,,,,,,,,,
project,ffffff,https://test.osf.io/4wnmh,2021-06-28,2021-06-28,,United States,0.0,0.0,,,,,,,,,,,,,,,,
project,SNIFFING,https://test.osf.io/7x9mk,2023-12-15,2024-03-06,,United States,0.0,0.0,,,MIT License,,,,,,,,,,,,,
project,Testing 33,https://test.osf.io/vzkbc,2022-08-02,2023-09-28,,United States,24790.0,2.3087486624717712e-05,,,CC-By Attribution 4.0 International,,,,,,,,,,,,,
project,Test project123,https://test.osf.io/asq4v,2025-10-07,2025-10-11,,United States,5256247.0,0.004895261488854885,16.0,,No license,,Bitbucket ; Box ; Dropbox ; Google Drive ; Onedrive ; ownCloud ; S3,,,,,,,,,,,
project,c1,https://test.osf.io/n89ws,2020-11-16,2021-04-28,,United States,0.0,0.0,,,,,,,,,,,,,,,,
project,thnthnthnth,https://test.osf.io/q94tg,2019-03-06,2024-03-03,,United States,4214367.0,0.00392493512481451,1.0,,MIT License,Book,,,,,,,,,,,,
project,well,https://test.osf.io/43e5k,2018-08-02,2018-09-27,,United States,0.0,0.0,,,,,,,,,,,,,,,,
project,DC Test - Public Project - 03272023,https://test.osf.io/mquvg,2023-03-27,2023-03-27,,United States,0.0,0.0,3.0,,,,,,,,,,,,,,,
project,nesting!,https://test.osf.io/a8wmq,2019-05-31,2019-06-03,,United States,63352576.0,0.05900168418884277,,,,,,,,,,,,,,,,
project,Component 1,https://test.osf.io/4ape7,2023-05-26,2023-05-26,,United States,0.0,0.0,1.0,,GNU General Public License (GPL) 3.0,,,,,,,,,,,,,
project,EMBSI demo2,https://test.osf.io/hm2q3,2023-01-20,2023-09-28,,United States,18402.0,1.7138198018074036e-05,,,CC0 1.0 Universal,,,,,,,,,,,,,
project,Test alphabet file,https://test.osf.io/x3yv9,2019-09-11,2019-09-12,,Germany - Frankfurt,196668.0,0.00018316134810447693,,,,,,,,,,,,,,,,
project,test comp,https://test.osf.io/kue57,2025-10-17,2025-10-17,,United States,74069.0,6.898213177919388e-05,,,CC0 1.0 Universal,,Google Drive ; S3 ; Zotero,,,,,,,,,,,
project,Magnets are really fun,https://test.osf.io/4ks3d,2021-10-12,2025-05-22,,United States,29284.0,2.7272850275039673e-05,6.0,,CC-By Attribution 4.0 International,,Dataverse,,,,,,,,,,,
project,DC Test - New Public Project - 01272022,https://test.osf.io/7rpj5,2022-01-27,2022-01-27,,United States,0.0,0.0,,,,,,,,,,,,,,,,
project,c2,https://test.osf.io/42ra3,2020-11-16,2021-03-23,,United States,0.0,0.0,,,,,,,,,,,,,,,,
project,New embargoed registration,https://test.osf.io/zqkvc,2025-10-08,2025-11-12,,United States,10167899.0,0.00946959387511015,5.0,,Artistic License 2.0,,,,,,,,,,,,,
project,Inter-FC,https://test.osf.io/ah7v2,2025-02-26,2025-09-18,,United States,10987703.0,0.010233095847070217,,,CC-By Attribution-NonCommercial-NoDerivatives 4.0 International,,,,,,,,,,,,,
project,c9,https://test.osf.io/xy5er,2020-11-16,2021-03-23,,United States,0.0,0.0,,,,,,,,,,,,,,,,
project,jgjhfjhg,https://test.osf.io/e2kay,2019-01-03,2019-01-03,,Canada - Montréal,10654.0,9.922310709953308e-06,,,,,,,,,,,,,,,,
project,DC Test - Public Project with Component - 05262023,https://test.osf.io/rbkgj,2023-05-26,2023-06-30,,United States,3593.0,3.3462420105934143e-06,2.0,,GNU General Public License (GPL) 3.0,,,,,,,,,,,,,
project,Detailed Report,https://test.osf.io/3wk2u,2023-10-16,2023-10-16,,United States,0.0,0.0,1.0,,CC-By Attribution-NonCommercial-NoDerivatives 4.0 International,,,,,,,,,,,,,
project,hi,https://test.osf.io/v5e2u,2018-05-24,2018-10-12,,United States,195616.0,0.00018218159675598145,,,,,GitLab,,,,,,,,,,,
project,A fourth child,https://test.osf.io/79ayj,2019-04-22,2019-04-22,,United States,0.0,0.0,,,,,,,,,,,,,,,,
project,Testing DOI minting,https://test.osf.io/x8a6f,2025-04-09,2025-04-09,https://doi.org/10.70102/FK2OSF.IO/X8A6F,United States,0.0,0.0,1.0,,,,,,,,,,,,,,,
project,This is an example,https://test.osf.io/3x4qf,2020-12-10,2022-09-26,,United States,0.0,0.0,,,CC-By Attribution-NonCommercial-NoDerivatives 4.0 International,,,,,,,,,,,,,
project,Test project,https://test.osf.io/5qrxt,2020-02-04,2023-03-29,,United States,0.0,0.0,1.0,,,,,,,,,,,,,,,
project,Test 1,https://test.osf.io/utnq8,2023-07-12,2023-09-28,https://doi.org/10.70102/FK2OSF.IO/UTNQ8,United States,2523331.0,0.00235003512352705,1.0,,CC0 1.0 Universal,,,,,,,,,,,,,
project,Child component for blank registration,https://test.osf.io/xzq4s,2025-10-07,2025-10-08,,United States,0.0,0.0,,,No license,,,,,,,,,,,,,
project,New manual regression,https://test.osf.io/5rnfj,2025-11-26,2025-11-26,https://doi.org/10.70102/FK2OSF.IO/5RNFJ,United States,51792.0,4.823505878448486e-05,32.0,,No license,Book,Box,,,,,,,,,,,
project,▷ Někdo to rád horké celý film (1959-HD) — CZ'film online HD,https://test.osf.io/mrhzt,2021-02-24,2021-02-24,,United States,0.0,0.0,,,,,,,,,,,,,,,,
project,Progress Report [TEMPLATE],https://test.osf.io/ak8ty,2023-10-13,2023-10-16,,United States,0.0,0.0,,,CC-By Attribution-NonCommercial-NoDerivatives 4.0 International,,,,,,,,,,,,,
project,test affil comp 2,https://test.osf.io/s5txc,2025-10-17,2025-10-17,,Germany - Frankfurt,0.0,0.0,,,CC0 1.0 Universal,,,,,,,,,,,,,
project,Douglas Fur &amp; Clementine,https://test.osf.io/ndrzv,2022-12-20,2025-09-18,,United States,0.0,0.0,,,CC-By Attribution 4.0 International,,Google Drive,,,,,,,,,,,
project,Data,https://test.osf.io/j48h5,2019-11-15,2019-11-15,,United States,0.0,0.0,,,CC0 1.0 Universal,,,,,,,,,,,,,
project,"Templated from [LIVECONCERT] Marc Anthony in Estadio Rommel Fernández, Panama City, Panama ~ Full Stream",https://test.osf.io/jdxrc,2025-10-06,2025-10-06,,United States,0.0,0.0,,,,,,,,,,,,,,,,
project,hello,https://test.osf.io/de9h5,2020-01-30,2020-04-03,,United States,0.0,0.0,,,Other,,,,,,,,,,,,,
project,Affilation On This Project,https://test.osf.io/63gqa,2019-12-03,2020-01-23,,United States,0.0,0.0,,,,,,,,,,,,,,,,
project,New component,https://test.osf.io/yxevk,2025-11-13,2025-11-20,,United States,0.0,0.0,,,CC0 1.0 Universal,,,,,,,,,,,,,
project,Canada,https://test.osf.io/f38xj,2020-01-09,2020-01-14,,Canada - Montréal,3633.0,3.3834949135780334e-06,,,,,ownCloud ; Zotero,,,,,,,,,,,
project,2018 QA Runscope Master Project,https://test.osf.io/83dmf,2018-09-06,2025-01-21,,United States,50496.0,4.70280647277832e-05,1.0,,Apache License 2.0,,Box ; Amazon S3,,,,,,,,,,,
project,Detailed report,https://test.osf.io/p47mx,2023-10-13,2023-10-13,,United States,0.0,0.0,,,CC-By Attribution-NonCommercial-NoDerivatives 4.0 International,,,,,,,,,,,,,
project,another test,https://test.osf.io/4pake,2025-09-30,2025-10-02,,United States,753265.0,0.0007015326991677284,,,Apache License 2.0,,,,,,,,,,,,,
project,Curriculum test &amp; ^ % # &gt; &lt;,https://test.osf.io/e8bc2,2022-01-14,2025-11-19,https://doi.org/10.70102/FK2OSF.IO/E8BC2,United States,1942196.0,0.001808810979127884,19.0,,CC0 1.0 Universal,,Bitbucket ; Box ; Dataverse ; Dropbox ; Github ; Google Drive ; S3 ; Zotero,,,,,,,,,,,
