@id,title,dateCreated,dateModified,sameAs,storageRegion.prefLabel,storageByteCount,creator.@id,creator.name,usage.viewCount,resourceNature.displayLabel,rights.name,hasOsfAddon.prefLabel,funder.name
https://test.osf.io/x2h6n,DC Test - New Project - 04142022,2022-04-14,2023-02-06,,United States,3600,https://test.osf.io/afjrt ; https://test.osf.io/ps3hj ; https://test.osf.io/zpvad,DC Test Duck ; DC Test Dog ; DC Test Shark,,,CC0 1.0 Universal,Github,
https://test.osf.io/42fm3,sniff test,2023-12-15,2024-01-05,,United States,0,https://test.osf.io/kbc2d,Matt,,,CC-By Attribution 4.0 International,,
https://test.osf.io/cebsa,Test Contributor Claim &amp; Test Download Counts,2023-03-29,2023-05-19,,United States,309695,https://test.osf.io/dgj72,Longze Chen - Super,1,,,,
https://test.osf.io/vusr9,Testing collections,2025-01-14,2025-10-07,,United States,1059980,https://test.osf.io/nvxzg,Josh Hernandez,1,,Artistic License 2.0,Bitbucket ; Dataverse ; figshare ; Github ; GitLab ; Google Drive ; Mendeley ; Onedrive ; ownCloud ; S3 ; Zotero,
https://test.osf.io/vphbg,Google file picker test,2025-06-13,2025-06-17,,United States,1332073,https://test.osf.io/kzqhy,Ramyashri Virajamangala,4,,CC0 1.0 Universal,,
https://test.osf.io/8da4e,test comp 12,2025-10-23,2025-10-30,,Canada - Montréal,0,https://test.osf.io/cdr63,Eric Olson,,,CC0 1.0 Universal,,
https://test.osf.io/urkt6,This is my great survey,2020-10-07,2020-10-07,,United States,14465,https://test.osf.io/cb5nt,Davidtest Mellor,,,CC-By Attribution 4.0 International,,
https://test.osf.io/rzku9,VRL - Dataverse Storage Baseline Project,2025-07-04,2025-07-04,,United States,0,https://test.osf.io/dgj72,Longze Chen - Super,1,,,Dataverse ; Dropbox,
https://test.osf.io/s7tnp,test affil comp,2025-10-17,2025-10-17,,United States,84468,https://test.osf.io/cdr63,Eric Olson,,,CC0 1.0 Universal,Google Drive,
https://test.osf.io/kdbzy,layer 2,2025-10-17,2025-10-17,,United States,333102,https://test.osf.io/cdr63,Eric Olson,,,CC0 1.0 Universal,,
